,expiration_timestamp,option_type,instrument_name,strike,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv
180,1616745600000,put,ETH-26MAR21-4160-P,4160.0,2123.76,ETH-26MAR21,1613824388459,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.02,0.0,0.903,1.055,0.974359,142.65,,0.0,2027.22,"{'vega': 1.06282, 'theta': -2.24215, 'rho': -3.70421, 'gamma': 0.00018, 'delta': -0.90848}",2027.22,6839436978,[],0.0,0.0,0.0,0.0,0.0,[],0.0
181,1613894400000,call,ETH-21FEB21-2280-C,2280.0,2029.57,SYN.ETH-21FEB21,1613824388465,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0,0.0001,0.021,0.000457,120.84,,0.0,2027.22,"{'vega': 0.05011, 'theta': -0.92708, 'rho': 0.00097, 'gamma': 0.00045, 'delta': 0.02195}",2027.22,7743673196,[],0.0,0.0,0.0,0.0015,6.0,"[[0.0015, 6.0], [0.0025, 400.0], [0.01, 5.0]]",148.83
182,1614326400000,call,ETH-26FEB21-720-C,720.0,2043.84,SYN.ETH-26FEB21,1613824388461,"{'volume': 7.0, 'price_change': 1.7188, 'low': 0.6235, 'high': 0.651}",open,0.64,2624.0,0.633,0.6625,0.647741,145.98,0.651,0.0,2027.22,"{'vega': 0.0, 'theta': 0.0, 'rho': 0.11462, 'gamma': 0.0, 'delta': 1.0}",2027.22,7738923191,"[[0.64, 5.0]]",0.0,0.64,5.0,0.88,20.0,"[[0.88, 20.0]]",500.0
183,1614931200000,put,ETH-5MAR21-1360-P,1360.0,2063.78,SYN.ETH-5MAR21,1613824389466,"{'volume': 1494.0, 'price_change': -36.3636, 'low': 0.003, 'high': 0.0065}",open,0.0,1306.0,0.0001,0.0245,0.003227,128.09,0.0035,0.0,2027.09,"{'vega': 0.27454, 'theta': -1.37253, 'rho': -0.02522, 'gamma': 0.00014, 'delta': -0.03159}",2027.09,7743724287,"[[0.003, 8.0], [0.002, 405.0], [0.0005, 211.0]]",126.34,0.003,8.0,0.0045,315.0,"[[0.0045, 315.0], [0.005, 406.0]]",136.77
184,1614326400000,call,ETH-26FEB21-640-C,640.0,2043.8,SYN.ETH-26FEB21,1613824389470,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.68,2004.0,0.672,0.7015,0.686864,146.06,0.67,0.0,2027.09,"{'vega': 0.0, 'theta': 0.0, 'rho': 0.10188, 'gamma': 0.0, 'delta': 1.0}",2027.09,7710938891,[],0.0,0.0,0.0,1.0,1.0,"[[1.0, 1.0]]",500.0
185,1640937600000,put,ETH-31DEC21-1920-P,1920.0,2415.02,SYN.ETH-31DEC21,1613824389468,"{'volume': 181.0, 'price_change': 6.9498, 'low': 0.259, 'high': 0.277}",open,0.27,326.0,0.173,0.371,0.255306,109.93,0.277,0.0,2027.09,"{'vega': 6.82042, 'theta': -1.19458, 'rho': -10.10282, 'gamma': 0.00012, 'delta': -0.23127}",2027.09,7743715250,"[[0.25, 100.0], [0.2, 1.0], [0.1685, 1.0], [0.1, 1.0]]",108.05,0.25,100.0,0.2605,106.0,"[[0.2605, 106.0], [0.278, 10.0], [0.7, 10.0]]",111.77
186,1632470400000,put,ETH-24SEP21-600-P,600.0,2351.87,ETH-24SEP21,1613824389467,"{'volume': 312.0, 'price_change': -3.4483, 'low': 0.014, 'high': 0.0145}",open,0.02,3232.0,0.0001,0.04,0.012954,119.41,0.014,0.0,2027.09,"{'vega': 1.0843, 'theta': -0.29997, 'rho': -0.53854, 'gamma': 3e-05, 'delta': -0.02577}",2027.09,7743704809,"[[0.0105, 150.0], [0.003, 1.0]]",113.82,0.0105,150.0,0.0155,150.0,"[[0.0155, 150.0]]",124.7
187,1624608000000,put,ETH-25JUN21-960-P,960.0,2248.05,ETH-25JUN21,1613824389466,"{'volume': 3.0, 'price_change': -1.8868, 'low': 0.026, 'high': 0.0265}",open,0.03,2462.0,0.007,0.067,0.024957,121.31,0.026,0.0,2027.09,"{'vega': 1.56741, 'theta': -0.76172, 'rho': -0.65361, 'gamma': 7e-05, 'delta': -0.06007}",2027.09,7743703015,"[[0.022, 150.0], [0.0215, 320.0], [0.0075, 1.0]]",116.97,0.022,150.0,0.0285,150.0,"[[0.0285, 150.0], [0.029, 322.0], [0.115, 2.0], [1.62, 1.0]]",126.26
188,1632470400000,call,ETH-24SEP21-800-C,800.0,2351.87,ETH-24SEP21,1613824389466,"{'volume': 15.0, 'price_change': 0.2928, 'low': 0.683, 'high': 0.686}",open,0.68,3952.0,0.6595,0.726,0.684881,113.71,0.685,0.0,2027.09,"{'vega': 1.7876, 'theta': -0.47095, 'rho': 3.72263, 'gamma': 5e-05, 'delta': 0.95259}",2027.09,7743477669,"[[0.659, 500.0]]",0.0,0.659,500.0,0.686,1.0,"[[0.686, 1.0], [0.6865, 1.0], [0.775, 2.0], [10.0, 1.0]]",115.17
189,1624608000000,put,ETH-25JUN21-720-P,720.0,2248.05,ETH-25JUN21,1613824389466,"{'volume': 2.0, 'price_change': 0.0, 'low': 0.015, 'high': 0.015}",open,0.01,6096.0,0.0001,0.036,0.011583,128.87,0.015,0.0,2027.09,"{'vega': 0.88303, 'theta': -0.45589, 'rho': -0.31611, 'gamma': 4e-05, 'delta': -0.02954}",2027.09,7743724158,"[[0.009, 150.0], [0.008, 320.0], [0.0015, 1.0]]",121.88,0.009,150.0,0.014,150.0,"[[0.014, 150.0], [0.0145, 320.0], [0.065, 400.0], [0.07, 1.0], [0.118, 7.0]]",134.75
